Provider Name,AHFoZ Number,Registration Number,Provider Type,Speciality,Medical Aid Accepted,Organisation,Address,City,Province,Phone,Mobile,Email,Website,Contact Person,Latitude,Longitude,Source URL,Source Title,Last Verified,Notes
Glendale 24 HR Health Centre,,,Healthcare Facility,,,,194 Tony McCall Roadold Valley,Glendale,Mashonaland Central,,,,,Richard Munochiveyi,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Glendale Health Centre,,,Healthcare Facility,,,,Stand 86 Glendale Health Centre Glendale Industrial Area,Glendale,Mashonaland Central,,,,,Shellie Mashumba,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Glendale Health Centre - Glendale,,,Healthcare Facility,,,,Stand Number 86,Glendale,Mashonaland Central,,,,,Nancy Banda,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Glenkara Surgery,,,Doctor,Surgeon,,,Stand 7643Manemo Shopping CentreNkulumane,Bulawayo,Bulawayo,,,,,Henry Kuzanga,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Glenview 1 Pharmacy,,,Pharmacy,,,,Stand 4163 Glenview,Harare,Harare,,,,,Takudzwanashe Ruzive,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Glenview 3 Dental Plaza,,,Dentist,Dentistry,,,P.O Box GV 16Glenview 3 Shops,Harare,Harare,,,,,James Chimutwe,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Glenview 7 Medical Centre,,,Clinic,,,,10796 Glenview 7 Township,Harare,Harare,,,,,Charlotte Kachere,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Glenview Dental Surgery,,,Doctor,Surgeon,,,Tichagarika Shopping Centre9515Glenview 8,Harare,Harare,,,,,Patience Moyo,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Glenview Medical and Dental Centre,,,Dentist,Dentistry,,,9515Glenview 8Tichagarika Centre,Harare,Harare,,,,,Fadzai Maketa,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Glenwood Medical Centre,,,Clinic,,,,10196 Glenwood ParkEpworth,Harare,Harare,,,,,Tendai Mutimbu,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Glidant Pharmacy,,,Pharmacy,,,,5768 Chipadze Bus Terminus,Bindura,Mashonaland Central,,,,,Margreth Chamisa,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
GLIEMAN R,,,Healthcare Provider,,PSMAS,,,,,,,,https://psmas.co.zw/directory/glieman-r/,,,,https://psmas.co.zw/directory/glieman-r/,PSMAS All Listings,2026-07-27,From PSMAS website listings API/HTML JSON
Glieman Rowland,,M 058629,Doctor,Medical Practitioner,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Male; Qualification: MBChB (Birm-UK) 1971
Global Pharmacy,,,Pharmacy,,,,Shop 29 Mukwati Street,Kadoma,Mashonaland West,,,,,Michelle Chishakwe,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Global Pharmacy - Southlea Park,,,Pharmacy,,,,119 Nice Day Business Centre,Harare,Harare,,,,,,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Global Pharmacy Lusaka,,,Pharmacy,,,,7328 Lusaka,Harare,Harare,,,,,Diana Manyengavana,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Gloria Dental Care Clinic,,,Dentist,Dentistry,,,Stand Number 18 Harris Street,Karoi,Mashonaland West,,,,,Mike Mapurisa,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Glorimed Pharmacy,,,Pharmacy,,,,Stand 2463 Kambuzuma 5 Shops,Harare,Harare,,,,,Jacob Bvochora,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Glovanni Spagnolli Centre,,,Healthcare Facility,,,,12Church DriveMalborough,Harare,Harare,,,,,Cathrine Matsike,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Glow Dental Studio,,,Dentist,Dentistry,,,227 Fife Avenue,Harare,Harare,,,,,Zanele Dinika,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
GM Diagnostic X-Ray Centre,,,Radiology Centre,Radiology,,,8766Midlands PVT Hospital Grymkhana Grounds,Gweru,Midlands,,,,,Danboy Gandanhamo,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
GM Diagnostics- Mater Dei Hospital MRI,,,Radiology Centre,Radiology,,,3770 Burns DriveMalindela,Bulawayo,Bulawayo,,,,,Danboy Gandanhamo,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
GMH Care Clinic,,,Clinic,,,,"105 Nelson Mandela Ave, Btwn 4th and 5th Street",Harare,Harare,,,,,Albert Hamadziripi,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Goba Rumbidzai Elizabeth,,Dp 804686,Dentist,Dental Practitioner,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Female; Qualification: BDS (ZIMB) 2025
Goba Valentine Kumbirai,,M 801526,Doctor,Medical Practitioner,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Male; Qualification: MBChB (ZIMB) 2018
Gobvu Pritchard,,Int 805917,Doctor,Intern,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Male; Qualification: MBBS (AMU-CHINA) 2020
Gocha Tatenda,,M 500305,Doctor,Medical Practitioner,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Male; Qualification: MBChB (ZIMB) 2004
Gode Anesu Fadzai,,Dp 806857,Dentist,Dental Practitioner,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Female; Qualification: BDS (ZIMB) 2025
Godzi Clinic,,,Clinic,,,Local Authority / Rural,"Makonde, Mashonaland West",Makonde,Mashonaland West,,,,,,-17.61778,29.5222206116,https://data.humdata.org/dataset/1f291458-c999-434a-8160-e13fceaac957/resource/c60fac4d-b3fb-48a7-9652-7d7e44b34a89/download/health-facility-list-with-geo-codes.xlsx,HDX MoH Health Facility List,2026-07-27,Facility type: Clinic; Ownership code/source: Local Authority / Rural; Source updated field: 1998
Gogwe Sheperd Tariro,,PRM 805985,Doctor,Medical Practitioner,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Male; Qualification: MBBS (China -CHINA) 2020
Goko Violet,,Int 804111,Doctor,Intern,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Female; Qualification: MBChB (ZIMB) 2024
Gokomere Clinic,,,Clinic,,,Local Authority / Rural,"Chikomba, Mashonaland East",Chikomba,Mashonaland East,,,,,,-19.05353,31.3533306122,https://data.humdata.org/dataset/1f291458-c999-434a-8160-e13fceaac957/resource/c60fac4d-b3fb-48a7-9652-7d7e44b34a89/download/health-facility-list-with-geo-codes.xlsx,HDX MoH Health Facility List,2026-07-27,Facility type: Clinic; Ownership code/source: Local Authority / Rural; Source updated field: 1998
Gokomere Clinic,,,Clinic,,,Local Authority / Rural,"Masvingo, Masvingo",Masvingo,Masvingo,,,,,,-19.95453,30.7745304108,https://data.humdata.org/dataset/1f291458-c999-434a-8160-e13fceaac957/resource/c60fac4d-b3fb-48a7-9652-7d7e44b34a89/download/health-facility-list-with-geo-codes.xlsx,HDX MoH Health Facility List,2026-07-27,Facility type: Clinic; Ownership code/source: Local Authority / Rural; Source updated field: 1998
Gokomere Mission Clinic,,,Clinic,,,,Gokomere ClinicP.Bag 9213,Masvingo,Masvingo,,,,,Mavis Mutami,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Gokwe District Hospital,,,Government Hospital,,,Government,"Gokwe, Midlands",Gokwe,Midlands,,,,,,-18.21139,28.9249992371,https://data.humdata.org/dataset/1f291458-c999-434a-8160-e13fceaac957/resource/c60fac4d-b3fb-48a7-9652-7d7e44b34a89/download/health-facility-list-with-geo-codes.xlsx,HDX MoH Health Facility List,2026-07-27,Facility type: District Hospital; Ownership code/source: Government; Source updated field: 1998
Gokwe Medical Centre,,,Clinic,,,,4137Gokwe Centre,Gokwe,Midlands,,,,,Tichayedza Bondera,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Gokwe Medical Centre,,,Clinic,,CellMed,,"No 4137, Lake Tahoe Street",Gokwe,Midlands,,,,,,,,https://zimmedicover.com/wp-content/uploads/2024/12/CellMed-Service-Provider-Directory.pdf,CellMed Service Provider Directory,2026-07-27,Section: HARARE AVENUES CLINIC CNR BAINES/MAZOWE (024) - 2251180/99
Gokwe Medical Imaging,,,Radiology Centre,Radiology,,,Junior Complex Stand1090A,Gokwe,Midlands,,,,,Wilgrandson Chiutanyi,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Gokwe Pharmacy,,,Pharmacy,,,,135 Gokwe Centre,Gokwe,Midlands,,,,,Tinashe Njenjera,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Gokwe RDC-Mateta Rural Health Center,,,Healthcare Facility,,,,Mateta Rural Health CenterBox 55,Gokwe,Midlands,,,,,E Muzanenhamo,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Gokwe South District Hospital,,,Hospital,,,,P.O.Box 55,Gokwe,Midlands,,,,,Adonis Sola,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Gokwe South RDC-Chemahororo Clinic,,,Clinic,,,,Muchengi Village,Gokwe,Midlands,,,,,,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Gokwe South RDC-Chitave Clinic,,,Clinic,,,,SAI Ward 1,Gokwe,Midlands,,,,,,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Gokwe South RDC-Gawa Clinic,,,Clinic,,,,Nyengetedzai Kraal Village,Gokwe,Midlands,,,,,,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Gokwe South RDC-Gwanika Rural Health Center,,,Healthcare Facility,,,,Gwanika Rural Health CentreBox 55,Gokwe,Midlands,,,,,,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Gokwe South RDC-Huchu Clinic,,,Clinic,,,,Dhokotera Village,Gokwe,Midlands,,,,,,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Gokwe South RDC-Jahana Clinic,,,Clinic,,,,Mafunga,Gokwe,Midlands,,,,,,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Gokwe South RDC-Jiri-Ndoza RHC,,,Healthcare Facility,,,,Ward 21 Village,Gokwe,Midlands,,,,,,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Gokwe South RDC-Krima Clinic,,,Clinic,,,,Chisima Ward 3 Village,Gokwe,Midlands,,,,,,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Gokwe South RDC-Masuka Clinic,,,Clinic,,,,MasukaWard 8,Gokwe,Midlands,,,,,,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Gokwe South RDC-Mateme RHC,,,Healthcare Facility,,,,Mateme SDA Clinic,Gweru,Midlands,,,,,,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Gokwe South RDC-Mkoka Rural Health Center,,,Healthcare Facility,,,,Village MkokaWard 26,Gokwe,Midlands,,,,,,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Gokwe South RDC-Msala Clinic,,,Clinic,,,,Msala Clinic P.Bag 6226,Gokwe,Midlands,,,,,,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Gokwe South RDC-Musita Clinic,,,Clinic,,,,Nemangwe 5Ward 10,Gokwe,Midlands,,,,,,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Gokwe South RDC-Sai Clinic,,,Clinic,,,,Madubeko Vill Ward 4,Gokwe,Midlands,,,,,,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Gokwe South RDC-Tongwe Clinic,,,Clinic,,,,Murandu TongweWard 2,Gokwe,Midlands,,,,,,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Gokwe South RDC-Zhamba Rural Health Center,,,Healthcare Facility,,,,P.Bag 6084,Gokwe,Midlands,,,,,,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Gold Class Pharmacy,,,Pharmacy,,,,No 10767Cnr Highglen Road/MainstreetHighfield,Harare,Harare,,,,,Larry Chete,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Goldclass Pharmacy,,,Pharmacy,,,,B64Chilonga Drive,Chiredzi,Masvingo,,,,,Tinotenda Njajawa,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Golden Valley Mine Clinic,,,Clinic,,,,20KM Peg Chakari Road,Kadoma,Mashonaland West,,,,,George Mhinga,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Golden Valley Private Mine Clinic,,,Clinic,,,Other,"Kadoma, Mashonaland West",Kadoma,Mashonaland West,,,,,,-18.22306,29.7930603027,https://data.humdata.org/dataset/1f291458-c999-434a-8160-e13fceaac957/resource/c60fac4d-b3fb-48a7-9652-7d7e44b34a89/download/health-facility-list-with-geo-codes.xlsx,HDX MoH Health Facility List,2026-07-27,Facility type: Private Mine Clinic; Ownership code/source: Other; Source updated field: 1998
GoldenQuarry Mine Clinic,,,Clinic,,,,Magakoosha EstateLink Road,Shurugwi,Midlands,,,,,Mollyne Chemhuru,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Goldenview Pharmacy,,,Pharmacy,,,,18886Wenham CloseBorrowdale,Harare,Harare,,,,,Jean Gwavava,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Goldfields Of Shamva Mine Clinic,,,Clinic,,,,Number 2 Richlands Road,Shamva,Mashonaland Central,,,,,francis masekesa,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Goldspring Health,,,Healthcare Facility,,,,32 Josiah TongogaraMilton Park,Harare,Harare,,,,,Sacrifice Chirisa,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Goldstar Sugar Clinic,,,Clinic,,,,No. 49 Douglas Road Workington,Harare,Harare,,,,,Sacrifice Chirisa,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Goldstar Sugars Clinic,,,Clinic,,,,Number 49 Douglas Road,Harare,Harare,,,,,,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Gombakomba Gladys,,M 800755,Doctor,Medical Practitioner,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Female; Qualification: MBChB (ZIMB) 2014
Gombe Benson Tarisai,,M 801620,Doctor,Medical Practitioner,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Male; Qualification: MBChB (ZIMB) 2020
Gombe Clinic,,,Clinic,,,Local Authority / Rural,"Buhera, Manicaland",Buhera,Manicaland,,,,,,-19.23786,31.5333595276,https://data.humdata.org/dataset/1f291458-c999-434a-8160-e13fceaac957/resource/c60fac4d-b3fb-48a7-9652-7d7e44b34a89/download/health-facility-list-with-geo-codes.xlsx,HDX MoH Health Facility List,2026-07-27,Facility type: Clinic; Ownership code/source: Local Authority / Rural; Source updated field: 1998
Gombe Elisabel,,Int 806727,Doctor,Intern,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Female; Qualification: MBChB (ZIMB) 2025
Gombe Isheanesu Bendict,,Int 804756,Doctor,Intern,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Male; Qualification: MBChB (ZIMB) 2025
Gombiro Garikayi Eric,,M 801818,Doctor,Medical Practitioner,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Male; Qualification: MBChB (ZIMB) 2020
Gomera Grace Kudzaishe,,M 801342,Doctor,Medical Practitioner,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Male; Qualification: MBChB (ZIMB) 2018
